Compound,Date/Time,Negative,Neutral,Positive,The Tweet,Tweets Ago,User
-0.7003,Sat Mar 17 07:38:00 +0000 2018,0.756,0.244,0.0,".@RepMarkMeadows: ""No one ever gets fired from the @FBI and DOJ without there being real credible evidence, so the… https://t.co/N4IozhCoAg",99,@FoxNews
-0.34,Sat Mar 17 18:45:02 +0000 2018,0.796,0.133,0.071,RT @cliffordlevy: Scoop: Facebook at first downplayed @nytimes reporting that a firm closely tied to the Trump campaign exploited data from…,0,@nytimes
0.0,Sat Mar 17 18:35:02 +0000 2018,1.0,0.0,0.0,"In Opinion 

Leonard Mlodinow writes, ""Some people with ADHD may be naturally suited to our turbocharged world"" https://t.co/44UGGN37eY",1,@nytimes
-0.296,Sat Mar 17 18:25:11 +0000 2018,0.732,0.268,0.0,How to stop eating sugar https://t.co/q7BUNrPnzd https://t.co/sTf8vU3adv,2,@nytimes
0.6808,Sat Mar 17 18:15:09 +0000 2018,0.772,0.0,0.228,"RT @NYTScience: When wolves were reintroduced at Yellowstone and in Idaho, it created many positive ripple effects. That could hold lessons…",3,@nytimes
0.4019,Sat Mar 17 18:05:06 +0000 2018,0.838,0.0,0.162,Florida International University has a center devoted to accelerated bridge construction. That engineering method w… https://t.co/5Kv2wFhoZk,4,@nytimes
0.0,Sat Mar 17 17:55:04 +0000 2018,1.0,0.0,0.0,"Extremists have embraced Viking symbols, reflecting a darker side of the Viking cultural renaissance taking hold ac… https://t.co/U9mxVluHFI",5,@nytimes
-0.1027,Sat Mar 17 17:45:05 +0000 2018,0.931,0.069,0.0,"RT @nytopinion: In this piece, first published shortly after Donald Trump was elected president, writer McKenzie Funk challenged Facebook t…",6,@nytimes
-0.5574,Sat Mar 17 17:35:08 +0000 2018,0.847,0.153,0.0,"After Rex Tillerson was fired by President Trump in a tweet, we asked historians and other experts to name the most… https://t.co/fpMeuaplPe",7,@nytimes
-0.4939,Sat Mar 17 17:25:05 +0000 2018,0.849,0.151,0.0,The crack on the Florida bridge was discussed in a meeting hours before the bridge's collapse. The engineering comp… https://t.co/V097lHgfvg,8,@nytimes
0.0,Sat Mar 17 17:15:10 +0000 2018,1.0,0.0,0.0,"RT @NYTSports: Sup, @UMBCAthletics. https://t.co/kZyzyh0t8R",9,@nytimes
0.0,Sat Mar 17 17:05:06 +0000 2018,1.0,0.0,0.0,"On the book’s cover, a stony-faced Hitler is featured alongside Gandhi, Nelson Mandela and Barack Obama https://t.co/VHXWOs9hn3",10,@nytimes
0.25,Sat Mar 17 16:55:04 +0000 2018,0.72,0.119,0.161,"RT @jonathanweisman: An amazing story detailing how the Mercers and Cambridge Analytica duped Facebook, mined our personal information, and…",11,@nytimes
0.3182,Sat Mar 17 16:45:05 +0000 2018,0.806,0.066,0.128,This study may find that moderate drinking is healthy. The alcohol industry was asked to pay for it. https://t.co/lL17Qf7N2w,12,@nytimes
0.25,Sat Mar 17 16:35:01 +0000 2018,0.905,0.0,0.095,"“Everybody was keenly aware that it was too white and too male,” said the organizer of a Stanford history conference https://t.co/PcAtV14rei",13,@nytimes
0.5514,Sat Mar 17 16:25:06 +0000 2018,0.835,0.0,0.165,Have you been brushing up on relative clauses? Subject-verb agreement? Test your skills in our copy editing quiz. https://t.co/822r4zT04J,14,@nytimes
0.0,Sat Mar 17 16:15:09 +0000 2018,1.0,0.0,0.0,"“Gerry’s shoes cannot be filled, but I have my shoes, Michelle’s got her boots and you’re all going to need your sn… https://t.co/pXFw0gpO3X",15,@nytimes
-0.6486,Sat Mar 17 16:05:04 +0000 2018,0.739,0.261,0.0,"Russia ordered 23 British diplomats to leave the country, escalating a diplomatic crisis after a Russian ex-spy and… https://t.co/PzqRMSGkFf",16,@nytimes
0.0,Sat Mar 17 15:55:04 +0000 2018,1.0,0.0,0.0,RT @AKannapell: What We’re Reading: @columlynch/@ForeignPolicy on Nikki Haley’s presidential positioning (via @Max_Fisher); @belltown1/@col…,17,@nytimes
0.0,Sat Mar 17 15:45:04 +0000 2018,1.0,0.0,0.0,"A lawyer for President Trump called for an end to the Russia investigation, saying it was ""manufactured"" by the FBI https://t.co/pitaR0DK3r",18,@nytimes
-0.296,Sat Mar 17 15:35:04 +0000 2018,0.855,0.145,0.0,"The week's 10 most notable new songs and videos, chosen by @nytimesmusic critics https://t.co/9a9Dk0MA6W",19,@nytimes
0.0,Sat Mar 17 15:25:02 +0000 2018,1.0,0.0,0.0,"RT @AllMattNYT: “Rules don’t matter:"" The inside story of how a Trump-linked data firm harvested 50+ mil Facebook profiles -- and how Faceb…",20,@nytimes
-0.4588,Sat Mar 17 15:15:01 +0000 2018,0.8,0.2,0.0,Virginia’s 74-54 defeat at the hands of UMBC was a long time coming https://t.co/c7HPYmc29W,21,@nytimes
-0.6808,Sat Mar 17 15:05:05 +0000 2018,0.805,0.195,0.0,"An Alaska Airlines pilot has sued the airline, alleging she was drugged and raped by another pilot during a layover… https://t.co/cnkNRgrhTs",22,@nytimes
0.0,Sat Mar 17 14:55:06 +0000 2018,1.0,0.0,0.0,The monks of Mepkin Abbey are getting old. One has been at the monastery for 73 years and the youngest member is 60… https://t.co/NReajwBbt7,23,@nytimes
-0.743,Sat Mar 17 14:45:09 +0000 2018,0.751,0.249,0.0,"Andrew McCabe was fired Friday. President Trump had heaped scorn on the ex-FBI deputy, who was set to retire Sunday… https://t.co/QMUBT9MvkE",24,@nytimes
-0.5994,Sat Mar 17 14:35:05 +0000 2018,0.546,0.311,0.143,"Modern Love: He was struggling with an obscure neurological illness. Before he died in January, she was his world. https://t.co/Z1nxJvGQvJ",25,@nytimes
-0.4404,Sat Mar 17 14:25:02 +0000 2018,0.873,0.127,0.0,President Trump's lawyers say in court papers that Stormy Daniels could be liable for $20 million in damages for vi… https://t.co/aUiFi39x1l,26,@nytimes
0.6369,Sat Mar 17 14:15:05 +0000 2018,0.802,0.0,0.198,"This soda bread is is best eaten still steaming from the oven, slathered with salted Irish butter… https://t.co/CHz1nDRnuj",27,@nytimes
0.0,Sat Mar 17 14:05:07 +0000 2018,1.0,0.0,0.0,RT @nickconfessore: BREAKING: New documents tell the inside story of how a Trump-linked data firm obtained private info from more than 50 m…,28,@nytimes
-0.4588,Sat Mar 17 14:00:28 +0000 2018,0.864,0.136,0.0,"A firm closely tied to the Trump campaign exploited data from 50 million Facebook users, The New York Times found.… https://t.co/ei3yqFlZWe",29,@nytimes
0.4086,Sat Mar 17 13:42:05 +0000 2018,0.798,0.066,0.136,"“My body will not allow me
To mingle with the men
But my heart is far braver
Than that of a man.”
https://t.co/bEyeqROzuB",30,@nytimes
0.0,Sat Mar 17 13:35:02 +0000 2018,1.0,0.0,0.0,Opinion: Grab a Pillow: Weekend Reads From Opinion https://t.co/WzUN3Dl3gx,31,@nytimes
-0.4588,Sat Mar 17 13:27:45 +0000 2018,0.75,0.25,0.0,How Trump Consultants Exploited the Facebook Data of Millions https://t.co/Og2VCZx7J7,32,@nytimes
-0.1263,Sat Mar 17 13:21:05 +0000 2018,0.795,0.113,0.092,"""I have trouble settling down, and he's got very rhythmic breathing,” said a woman of her dog. ""It's almost like wh… https://t.co/I9Ievi7jGP",33,@nytimes
-0.3252,Sat Mar 17 13:02:04 +0000 2018,0.865,0.135,0.0,"""The Irish were slaves, too,"" the memes often say. But they're not true.
From 2017: https://t.co/4a12V4QQoG",34,@nytimes
0.0,Sat Mar 17 12:41:03 +0000 2018,1.0,0.0,0.0,Here's the 2018 election calendar https://t.co/5JIb1S2Lzk,35,@nytimes
-0.296,Sat Mar 17 12:21:10 +0000 2018,0.732,0.268,0.0,How to stop eating sugar https://t.co/taOj6iNXNT https://t.co/V1UvWZnE5v,36,@nytimes
-0.7717,Sat Mar 17 12:02:07 +0000 2018,0.573,0.427,0.0,Fatal collapse: A look at how the Florida bridge was built https://t.co/3kq7YW4KHk,37,@nytimes
0.0772,Sat Mar 17 11:41:05 +0000 2018,0.929,0.0,0.071,"The number of homeless students in New York City public schools climbed to 111,500 last school year https://t.co/q6muKeDCYD",38,@nytimes
0.296,Sat Mar 17 11:21:04 +0000 2018,0.82,0.0,0.18,"How exercise can keep aging muscles and immune systems ""young"" https://t.co/aBf803nXA5",39,@nytimes
-0.802,Sat Mar 17 11:02:04 +0000 2018,0.69,0.31,0.0,All “doors-off” helicopter flights have been halted in the U.S. while regulators investigate a crash that killed 5… https://t.co/dJzvsFqLra,40,@nytimes
0.0,Sat Mar 17 10:31:36 +0000 2018,1.0,0.0,0.0,Diagnosis: Why Was This Teenager Bleeding So Excessively? https://t.co/aCNCKLZdfD,41,@nytimes
0.0,Sat Mar 17 10:18:36 +0000 2018,1.0,0.0,0.0,He supplies coffee to Starbucks. He owns much of Ethiopia. Where is Mohammed Hussein Al Amoudi? https://t.co/7ADtUzqvNO,42,@nytimes
0.5719,Sat Mar 17 10:02:02 +0000 2018,0.861,0.0,0.139,"RT @nytimesbusiness: As a teacher, Ryan Frailich was happy just to have a retirement plan. But then he looked closer at how the money was i…",43,@nytimes
0.0,Sat Mar 17 09:36:15 +0000 2018,1.0,0.0,0.0,"RT @nytimesarts: A new program at Juilliard furnishes opera students with designer gowns for their auditions and performances, donated by M…",44,@nytimes
-0.7506,Sat Mar 17 09:18:30 +0000 2018,0.584,0.416,0.0,"Russia Expels 23 British Diplomats, Escalating Row Over Ex-Spy’s Poisoning https://t.co/YQXGttFTyW",45,@nytimes
-0.0516,Sat Mar 17 09:00:17 +0000 2018,0.763,0.122,0.115,"With her passion for wine, swords and bomb making, Qiu Jin was unlike most women born in late 19th-century China. T… https://t.co/gDhW04t0OU",46,@nytimes
-0.4939,Sat Mar 17 08:32:05 +0000 2018,0.802,0.198,0.0,RT @NYTHealth: The dangers of sleep aids and anti-anxiety medicines for older people. https://t.co/50aDfdHkUL,47,@nytimes
0.2732,Sat Mar 17 08:10:47 +0000 2018,0.9,0.0,0.1,"The tech industry’s stereotypical accessory used to be the hoodie. Today, it might as well be the Baby Bjorn. https://t.co/5chK3RtwM5",48,@nytimes
0.0,Sat Mar 17 07:54:30 +0000 2018,1.0,0.0,0.0,Your weekend playlist has arrived https://t.co/ouKnmfvsHM,49,@nytimes
-0.0516,Sat Mar 17 07:38:00 +0000 2018,0.769,0.119,0.112,"Tracy Morgan, on life after his accident: “I have to ask myself, because of what I’ve been through, was I better th… https://t.co/vkhFI4k8WE",50,@nytimes
0.0,Sat Mar 17 07:15:21 +0000 2018,1.0,0.0,0.0,"Why the tax law might make your car payments go up
https://t.co/WwH0YWqhXN",51,@nytimes
0.4588,Sat Mar 17 06:58:13 +0000 2018,0.395,0.204,0.401,The Workologist: When a Good Friend Becomes a Terrible Colleague https://t.co/XXK0HbA0sx,52,@nytimes
0.0,Sat Mar 17 06:49:28 +0000 2018,1.0,0.0,0.0,"Those who can’t afford coal often burn garbage, adding plastics and other pollutants into the soupy mix https://t.co/QjAiAIgTxS",53,@nytimes
-0.6597,Sat Mar 17 06:33:20 +0000 2018,0.61,0.39,0.0,On College Basketball: Virginia Loses in a Way No One Will Ever Forget https://t.co/sJ2u6OoAjU,54,@nytimes
0.0,Sat Mar 17 06:24:15 +0000 2018,1.0,0.0,0.0,A brief history of Stephen Hawking https://t.co/Dl9Hiu284Y,55,@nytimes
0.0,Sat Mar 17 06:03:02 +0000 2018,1.0,0.0,0.0,"Since 1851, obituaries in The New York Times have been dominated by white men. Now, we're adding the stories of mor… https://t.co/5vsFyE4FbM",56,@nytimes
0.0,Sat Mar 17 05:38:49 +0000 2018,1.0,0.0,0.0,"When Qatari royals were captured falcon hunting in Iraq, they were used as pawns in a multiplayer chess match that… https://t.co/iXQoX5tEpy",57,@nytimes
-0.5106,Sat Mar 17 05:23:15 +0000 2018,0.807,0.193,0.0,Toys “R” Us went from planning a turnaround to collapsing. The brand’s downfall shows the risks of private equity i… https://t.co/OsmbyquW64,58,@nytimes
0.6808,Sat Mar 17 05:06:52 +0000 2018,0.752,0.0,0.248,"When wolves were reintroduced at Yellowstone and in Idaho, it created many positive ripple effects. That could hold… https://t.co/jsAgCnSqOA",59,@nytimes
0.0,Sat Mar 17 04:50:32 +0000 2018,1.0,0.0,0.0,U.K.’s First Polar Bear Born in 25 Years to Get Star Treatment https://t.co/0SoD91Xxsb,60,@nytimes
-0.6876,Sat Mar 17 04:41:03 +0000 2018,0.659,0.256,0.085,"RT @NYTNational: Deandre Harris, a black man who was brutally attacked during last year’s rally in Charlottesville, was found not guilty of…",61,@nytimes
0.296,Sat Mar 17 04:14:28 +0000 2018,0.701,0.121,0.178,RT @jcrutchmer: saturday's late @nytsports print editions off of UMBC's win over virginia: the ultimate upset. https://t.co/rWVDkft5W8,62,@nytimes
0.0,Sat Mar 17 04:09:41 +0000 2018,1.0,0.0,0.0,How Trump Can Make the Most of the Summit of the Americas https://t.co/1s8j4IVddV,63,@nytimes
0.8271,Sat Mar 17 04:06:06 +0000 2018,0.58,0.0,0.42,"“I like to photograph things that give me joy, because there’s certainly enough heartache” https://t.co/smC1cqYWKX",64,@nytimes
0.3164,Sat Mar 17 03:49:30 +0000 2018,0.84,0.0,0.16,"RT @NYTSports: ""We did it. We did it. It's a dream come true!"" https://t.co/2pP4clHjLw",65,@nytimes
0.4939,Sat Mar 17 03:47:04 +0000 2018,0.792,0.0,0.208,"In the age of Amazon and e-books, independent booksellers, like Shakespeare and Company, are actually returning to… https://t.co/Vr6ceXwhla",66,@nytimes
-0.5267,Sat Mar 17 03:38:05 +0000 2018,0.794,0.206,0.0,University of Maryland-Baltimore County has become the first No. 16 seed to beat a No. 1 seed. Virginia will always… https://t.co/p74AvmCFDj,67,@nytimes
-0.2023,Sat Mar 17 03:32:02 +0000 2018,0.833,0.167,0.0,5 doctors are charged with taking kickbacks for fentanyl prescriptions https://t.co/5cUp9jSMj6,68,@nytimes
-0.296,Sat Mar 17 03:17:02 +0000 2018,0.864,0.136,0.0,RT @nytgraphics: All the major firings and resignations in the Trump administration — so far. https://t.co/yOiUwbJLp9,69,@nytimes
-0.1027,Sat Mar 17 03:07:17 +0000 2018,0.81,0.105,0.086,Top seed Virginia is on the ropes against No. 16-seed UMBC in the men’s NCAA tournament. Live updates: https://t.co/g388pFfs7B,70,@nytimes
-0.128,Sat Mar 17 03:02:06 +0000 2018,0.664,0.177,0.159,Teachers in Jersey City went on strike after they and the school district failed to reach an agreement over the cos… https://t.co/wppEY8MeRe,71,@nytimes
0.5719,Sat Mar 17 02:47:03 +0000 2018,0.684,0.087,0.228,"It was probably the first ghost story in Indian cinema. The movie, “Mahal,” was a huge success, making the lead act… https://t.co/SDl67AV5Jo",72,@nytimes
-0.3818,Sat Mar 17 02:33:05 +0000 2018,0.843,0.157,0.0,"RT @jimrutenberg: Trump joins the fight against Stormy Daniels in federal court, w/@maggieNYT @adamliptak  https://t.co/Afo7bdWenZ",73,@nytimes
-0.5719,Sat Mar 17 02:22:00 +0000 2018,0.844,0.156,0.0,"In an interview, Andrew McCabe was blunt. “The idea that I was dishonest is just wrong,” he said, adding, “This is… https://t.co/6aojClfS1j",74,@nytimes
-0.743,Sat Mar 17 02:10:16 +0000 2018,0.751,0.249,0.0,"Breaking News: Andrew McCabe has been fired. President Trump had heaped scorn on the ex-FBI deputy, who was set to… https://t.co/hIE0sA8fZo",75,@nytimes
-0.886,Sat Mar 17 02:06:01 +0000 2018,0.679,0.321,0.0,RT @amyfiscus: NEW: McCabe fired: “The idea that I was dishonest is just wrong. This is part of an effort to discredit me as a witness” in…,76,@nytimes
0.0,Sat Mar 17 01:55:04 +0000 2018,1.0,0.0,0.0,Breaking News: President Trump's lawyers say in court papers that Stormy Daniels could be liable for $20 million in… https://t.co/NHDz1VVz60,77,@nytimes
0.0772,Sat Mar 17 01:47:04 +0000 2018,0.929,0.0,0.071,"The number of homeless students in New York City public schools climbed to 111,500 last school year https://t.co/84SJPhNbcI",78,@nytimes
-0.5994,Sat Mar 17 01:32:05 +0000 2018,0.546,0.311,0.143,"Modern Love: He was struggling with an obscure neurological illness. Before he died in January, she was his world. https://t.co/eP3rcFEqco",79,@nytimes
0.6808,Sat Mar 17 01:17:05 +0000 2018,0.772,0.0,0.228,RT @lindsaycrouse: A doctor that once ran 3 marathons in 3 countries in 3 weekends straight — and won or medaled in all of them. Reporting…,80,@nytimes
0.0,Sat Mar 17 01:04:10 +0000 2018,1.0,0.0,0.0,Breaking News: Cracks on a new pedestrian bridge near Miami were reported on a voicemail 2 days before the walkway… https://t.co/hjZUEmgn7n,81,@nytimes
0.0,Sat Mar 17 01:02:03 +0000 2018,1.0,0.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/6VtS6PJ0KX,82,@nytimes
0.0,Sat Mar 17 00:47:04 +0000 2018,1.0,0.0,0.0,Cooper Union reverses course and says it will be tuition-free once again. But it may take a while. A new plan gives… https://t.co/4lpL9INlBy,83,@nytimes
-0.7717,Sat Mar 17 00:32:06 +0000 2018,0.573,0.427,0.0,Fatal collapse: A look at how the Florida bridge was built https://t.co/XS8gsX1m7C,84,@nytimes
0.0,Sat Mar 17 00:17:04 +0000 2018,1.0,0.0,0.0,RT @TheSteinLine: For Sports Saturday in the @nytimes: Taking stock of a season in San Antonio unlike any other in Pop Era for the Spurs —&gt;…,85,@nytimes
-0.1263,Sat Mar 17 00:02:06 +0000 2018,0.795,0.113,0.092,"""I have trouble settling down, and he's got very rhythmic breathing,” said a woman of her dog. ""It's almost like wh… https://t.co/3PV3exSpSt",86,@nytimes
0.0,Fri Mar 16 23:47:02 +0000 2018,1.0,0.0,0.0,"With new tariffs expected to take effect next week, lobbyists are storming Washington to press for exemptions that… https://t.co/77Oyc9DwIy",87,@nytimes
0.6808,Fri Mar 16 23:32:02 +0000 2018,0.752,0.0,0.248,"When wolves were reintroduced at Yellowstone and in Idaho, it created many positive ripple effects. That could hold… https://t.co/oqlOEjFgG4",88,@nytimes
0.4019,Fri Mar 16 23:17:03 +0000 2018,0.812,0.0,0.188,RT @porterthereport: Canada accepted fewer than 1200 Yazidi refugees. They are challenging the country’s hands-off settlement system becaus…,89,@nytimes
0.0,Fri Mar 16 23:06:06 +0000 2018,1.0,0.0,0.0,"How to spend 36 hours in Oaxaca, Mexico https://t.co/v5dZD8yikT",90,@nytimes
0.0,Fri Mar 16 22:53:01 +0000 2018,1.0,0.0,0.0,"When it comes to Russian meddling, President Trump has taken a far softer stand than his own administration. Here's… https://t.co/uDGQLNwKvh",91,@nytimes
0.0,Fri Mar 16 22:47:05 +0000 2018,1.0,0.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/UcEPdmD5nP,92,@nytimes
0.6369,Fri Mar 16 22:31:06 +0000 2018,0.766,0.0,0.234,"""How am I supposed to find a life partner if I can’t even find many men who treat women like equals?"" https://t.co/aTklTX0dFa",93,@nytimes
0.0,Fri Mar 16 22:17:03 +0000 2018,1.0,0.0,0.0,"Why the tax law might make your car payments go up
https://t.co/xHTHUvPJnH",94,@nytimes
-0.743,Fri Mar 16 22:03:04 +0000 2018,0.733,0.267,0.0,"RT @Neil_Irwin: Trump keeps ignoring trade in services, focusing only on the trade deficit in physical goods. This misses a lot about the p…",95,@nytimes
0.0,Fri Mar 16 21:51:02 +0000 2018,1.0,0.0,0.0,Billie Piper may be a household name on the British stage. Now she's coming to New York. https://t.co/gwpLcdPAIN,96,@nytimes
0.6369,Fri Mar 16 21:35:07 +0000 2018,0.802,0.0,0.198,"This soda bread is is best eaten still steaming from the oven, slathered with salted Irish butter… https://t.co/1LpaTzJVwF",97,@nytimes
-0.5719,Fri Mar 16 21:20:02 +0000 2018,0.783,0.217,0.0,"The ghost of Angelina Jolie past hangs over the new, suitably titled “Tomb Raider,” a dreary, inept reboot starring… https://t.co/FPmNyszSa5",98,@nytimes
0.465,Fri Mar 16 21:05:04 +0000 2018,0.672,0.102,0.226,"Despite a celebrated refugee settlement system, nothing has prepared Canada for the Yazidis https://t.co/TZ1tEql5aA",99,@nytimes
